id,score,kill,reason,idea
1222,10,False,"Uses only price/volume indicators, clear logic.",A volatility squeeze strategy that enters trades when Bollinger Bands contract to their narrowest point in 30 days and exits when price breaks above/below the bands with confirmation from a spike in volume exceeding the 20-day average.
1223,2,True,Requires funding rate data (external feed).,"Short when funding rates spike above historical 95th percentile and price breaches a descending 20-period SMA, exiting upon a 3x surge in volume-weighted volatility within 4 hours."
1224,8,False,"Good indicator combo, clear entry/exit.","Trade volatility contractions signaled by narrowing Bollinger Band Width combined with rising On-Balance Volume, entering long upon a confirmed breakout above the upper band and exiting at a fixed volatility expansion threshold."
1225,8,False,"Uses only Vortex and Chaikin, clear rules.","A strategy combining the Vortex Indicator crossover (VI+ crossing VI-) with Chaikin Money Flow confirmation, entering long/short when both align and exiting on reverse crossover."
1226,8,False,"Pure OHLCV indicators, clear logic.","Trade breakouts when Bollinger Bands contract inside Keltner Channels with volume exceeding 90th percentile, using Parabolic SAR trailing stops and RSI divergence as confirmation filters."
1227,8,False,"Uses only price/volume indicators, clear rules.","Combine On-Balance Volume divergence with Vortex Indicator crossover (VI+ crossing below VI-) to signal trend exhaustion, entering shorts on retracement peaks confirmed by a 4-hour ADX drop below 25."
1228,8,False,"Uses only Vortex and volume, clear exit.","Enter long/short positions when the Vortex Indicator's trend confirmation aligns with a 3-day volume acceleration exceeding 20%, exiting on opposing Vortex crossover or a trailing 2x ATR stop."
1229,9,False,"Pure OHLCV indicators, clear entry/exit.","Trade breakouts when price exits a Bollinger Band squeeze (20-day SMA, 2σ) coinciding with a 50% surge in volume and a MACD histogram uptick, with stops set at the squeeze midpoint."
1230,9,False,"Pure OHLCV indicators, clear logic.","A volatility squeeze breakout strategy that triggers long/short entries when Bollinger Bands contract below a 20-period historical volatility threshold and price closes outside the bands, with exits based on RSI overbought/oversold levels."
1231,8,False,"Uses only price indicators, clear rules.","Trade breakouts when the Chande Momentum Oscillator crosses its signal line during narrowing Keltner Channel bandwidth, with exits on Bollinger Band %B extremes."
1232,2,True,Requires TICK index data (external feed).,"Trade breakouts from consolidations identified by narrowing Keltner Channels combined with declining volume, entering on a close outside the channel with confirmation from a surge in TICK index readings."
1233,9,False,"Pure OHLCV indicators, clear entry/exit.","Trade volatility contractions using a combination of Bollinger Bandwidth percentile and ADX slope, entering when Bandwidth is below its 10th percentile and ADX slope turns positive, exiting on Bollinger breakout or ADX reversal."
1234,8,False,"Uses only price/volume indicators, clear logic.","A strategy combining Vortex Indicator crossover with Chaikin Money Flow confirmation for trend direction, entering trades when both align above/below thresholds and exiting on Keltner Channel volatility expansion signals."
1235,9,False,"Pure OHLCV indicators, clear entry/exit.","A volatility squeeze strategy that enters when Bollinger Bands contract to their narrowest width in 30 days and RSI is below 40, with exits triggered by a breakout above the upper band or a stop-loss at 1.5x ATR."
1236,8,False,"Uses only Vortex and Chaikin, clear exit.","Enter long when Vortex Indicator crossover (VI+ > VI-) coincides with Chaikin Money Flow crossing above zero, and exit using a trailing stop set at 2x the 14-period ATR."
1237,7,False,Multi-timeframe but uses only OHLCV.,"Enter long positions when the 4-hour Heikin-Ashi closes above the Ichimoku Cloud while 1-hour stochastic RSI crosses above 20, with exits triggered by Cloud breach or 15-minute MACD histogram divergence."
1238,9,False,"Pure OHLCV indicators, clear rules.","Trend-following strategy using ADX above 25 for trend confirmation combined with OBV breaking its 20-period moving average for volume validation, with Chandelier Exit trailing stops based on 3x ATR."
1239,9,False,"Pure OHLCV indicators, clear entry/exit.","Trade long entries when price touches the lower Bollinger Band while ADX rises above 25 and volume exceeds 30-day average, exiting at upper band with trailing stop based on Chandelier Exit."
1240,9,False,"Pure OHLCV indicators, clear logic.","Trade Bollinger Band squeezes when combined with declining ADX and volume below 30-day average, entering on breakout direction confirmed by MACD crossover."
1241,2,True,Requires volume delta data (external feed).,"Trade breakouts when price exits a volatility-adjusted VWAP envelope (VWAP ± 2x ATR) with entry triggers only if accompanied by a surge in volume delta, exiting on VWAP reversion."
1242,2,True,Requires TICK volume data (external feed).,"Trade breakouts from consolidation zones identified by narrowing Bollinger Bands width combined with rising TICK volume, exiting on a reversal below the 20-period volume-weighted moving average."
1243,9,False,"Pure OHLCV indicators, clear entry/exit.","Execute long positions when a 4-hour volume spike exceeds the 90th percentile historical threshold paired with Bollinger Bandwidth contraction below 0.5%, targeting volatility expansion exits via trailing ATR stops."
1244,10,False,"Uses only price/volume indicators, clear logic.","A volatility squeeze strategy that enters trades when Bollinger Bands contract to their narrowest point in 20 days and exits when price breaks above/below the bands, confirmed by a spike in volume exceeding the 50-day average."
1245,8,False,"Good OHLCV indicators, but anchored VWAP needs clear definition.","Trade volatility contraction breakouts using a combination of Bollinger Band width percentile and anchored VWAP, entering when both metrics breach 20-day lows and exiting on RSI-based profit targets."
1246,1,True,Requires liquidation data feed not in OHLCV.,"Exploit liquidation cascades in futures by triggering short entries when aggregated long liquidations spike 3x above the 7-day average and price breaks below the Ichimoku Cloud, exiting at 1.5x ATR from entry."
1247,1,True,Requires delta volume data not in OHLCV.,"Trade volatility contraction breakouts using a composite indicator blending normalized Bollinger Band width and Keltner Channel squeeze, with entries confirmed by a surge in positive delta volume."
1248,9,False,Uses only price/volume indicators with clear logic.,"Combine the Vortex Indicator (VI) trend confirmation with Chaikin Money Flow (CMF) divergence, entering when VI trend aligns with CMF reversal and exiting on Bollinger Band Width contraction below a volatility threshold."
1249,1,True,Requires open interest data not in OHLCV.,"Enter short positions when price approaches high open interest resistance levels during periods of compressed volatility (low ATR), targeting cascading liquidations, with exits triggered by ATR expansion surpassing a dynamic threshold."
1250,8,False,"Good OHLCV combo, clear entry/exit rules.","Trade volatility contractions during low liquidity periods using Bollinger Bandwidth and VWAP slope, entering on a volume surge exceeding the 20-day average with a 2x ATR stop-loss."
